id1,id2
106030,54026
106030,119008
106030,59793
106030,15247
106030,94646
106030,105287
117455,78152
117455,120211
117455,106030
117455,54026
117455,119008
117455,15247
117455,94646
117455,22254
117455,105287
122251,45408
122251,54026
122251,15247
122251,22254
84865,78152
84865,120211
84865,126199
84865,106030
84865,122251
84865,45408
84865,20724
84865,54026
84865,103542
84865,69784
84865,20872
84865,16815
84865,119008
84865,80245
84865,110194
84865,90499
84865,104990
84865,101901
84865,59459
84865,28687
84865,147648
84865,51068
84865,99188
84865,8979
84865,81497
84865,102438
84865,45219
84865,3291
84865,15247
84865,118718
84865,102923
84865,114778
84865,81287
84865,75860
84865,4279
84865,57490
84865,22835
84865,94646
84865,22254
84865,35983
84865,65952
84865,59352
84865,56383
84865,56448
84865,93955
84865,88862
84865,63598
84865,46261
84865,105287
84865,26489
84865,124122
84865,147133
84865,81275
84865,75006
84865,85421
84865,83408
102300,126199
102300,122251
102300,45408
102300,20724
102300,54026
102300,15247
102300,22254
102300,35983
107272,78152
107272,120211
107272,20724
107272,54026
107272,119008
107272,15247
107272,22254
107272,105287
47958,20724
47958,54026
47958,22254
45408,122251
45408,20724
45408,54026
45408,15247
45408,22254
45408,35983
20724,54026
20724,15247
20724,22254
20724,35983
79839,78152
79839,120211
79839,106030
79839,117455
79839,122251
79839,54026
79839,103542
79839,20872
79839,16815
79839,102715
79839,59793
79839,90499
79839,101901
79839,7802
79839,51068
79839,3291
79839,15247
79839,94646
79839,22254
79839,101580
79839,109966
79839,63598
79839,105287
79839,75006
79839,85421
79839,83408
33249,78152
33249,120211
33249,106030
33249,117455
33249,122251
33249,54026
33249,119008
33249,6690
33249,15247
33249,63598
33249,105287
103542,54026
103542,20872
69784,54026
20872,54026
20872,103542
16815,78152
16815,120211
16815,54026
16815,103542
16815,20872
16815,94646
16815,105287
102397,45408
102397,20724
102397,54026
102397,71995
102397,92569
102397,101580
102715,78152
102715,120211
102715,106030
102715,117455
102715,122251
102715,54026
102715,142563
102715,15247
102715,60009
102715,94646
102715,109966
102715,63598
102715,105287
63684,147648
63684,15247
63684,22254
63684,35983
63684,52837
63684,134418
135789,78152
135789,120211
135789,122251
135789,54026
135789,102715
135789,145745
135789,119008
135789,66709
135789,142563
135789,15247
135789,60009
135789,71995
135789,101580
135789,109966
135789,63598
135789,105287
49008,120211
49008,54026
49008,22835
105642,78152
105642,120211
105642,54026
105642,145745
105642,60009
105642,94646
108362,128481
108362,12861
108362,78152
108362,120211
108362,126199
108362,84865
108362,45408
108362,20724
108362,54026
108362,103542
108362,69784
108362,20872
108362,16815
108362,102715
108362,145745
108362,105884
108362,119008
108362,80245
108362,97979
108362,142563
108362,4099
108362,3739
108362,99188
108362,102438
108362,66227
108362,15247
108362,72754
108362,57490
108362,60009
108362,22835
108362,53658
108362,94646
108362,22254
108362,35983
108362,116276
108362,103140
108362,71995
108362,134265
108362,56383
108362,52837
108362,10558
108362,93955
108362,43073
108362,101580
108362,70309
108362,134418
108362,109039
108362,110238
108362,63598
108362,105287
108362,26489
108362,75006
108362,85421
145745,78152
145745,120211
145745,20724
145745,54026
145745,119008
145745,15247
145745,60009
145745,22254
145745,43073
145745,101580
145745,45177
145745,105287
116876,120211
116876,106030
116876,122251
116876,45408
116876,20724
116876,54026
116876,119008
116876,28687
116876,59093
116876,15247
116876,22254
116876,101580
116876,105287
134623,122251
134623,54026
134623,103542
134623,20872
134623,97979
134623,20713
134623,101580
134623,103601
20263,126199
20263,122251
20263,45408
20263,20724
20263,54026
20263,102397
20263,97979
20263,4099
20263,3739
20263,15247
20263,22254
20263,71995
20263,134265
20263,93955
20263,92569
20263,101580
80147,20724
80147,54026
80147,105884
80147,15247
80147,22254
80147,71995
80147,101580
105884,54453
105884,20724
105884,54026
105884,102397
105884,15247
105884,22254
105884,92569
105884,101580
105884,59375
25543,63684
25543,48273
25543,150189
34086,63684
34086,25543
34086,48273
34086,66709
34086,102438
34086,58623
34086,150189
34086,22254
34086,35983
34086,53074
48273,63684
48273,25543
48273,58623
48273,150189
48273,35983
48273,53074
119008,78152
119008,120211
119008,45408
119008,20724
119008,54026
119008,15247
119008,22254
119008,105287
32891,119008
106498,78152
106498,119008
106498,66709
66709,135402
68869,43216
68869,78152
68869,7439
68869,120211
68869,126199
68869,106030
68869,117455
68869,122251
68869,45408
68869,54026
68869,135402
68869,102715
68869,135789
68869,145745
68869,20263
68869,119008
68869,106498
68869,66709
68869,34857
68869,13145
68869,101901
68869,59459
68869,44418
68869,28687
68869,59093
68869,6151
68869,7802
68869,136595
68869,97979
68869,92045
68869,142563
68869,4099
68869,3739
68869,51068
68869,117406
68869,56108
68869,47405
68869,66558
68869,60009
68869,62696
68869,94646
68869,22254
68869,103140
68869,71995
68869,66837
68869,67781
68869,59397
68869,134265
68869,68928
68869,10558
68869,93955
68869,31728
68869,92569
68869,101580
68869,109966
68869,45177
68869,63598
68869,102474
95263,128481
95263,98876
95263,43216
95263,12861
95263,78152
95263,63684
95263,104990
95263,147648
95263,99188
95263,15420
95263,81287
95263,57490
95263,22835
95263,92741
95263,22254
95263,35983
95263,59352
95263,52837
95263,134418
95263,105287
95263,26489
59248,63684
59248,99188
59248,22835
59248,134418
59248,105287
59248,26489
149532,43216
149532,78152
149532,54026
149532,69784
149532,63684
149532,80245
149532,57490
149532,13514
149532,75245
149532,56880
149532,84985
149532,22835
149532,94646
149532,105386
149532,134418
149532,26489
149532,124122
46742,128481
46742,98876
46742,12861
46742,95792
46742,17033
46742,96672
46742,63684
46742,59248
46742,104990
46742,147648
46742,99188
46742,15420
46742,81287
46742,57490
46742,105797
46742,22835
46742,92741
46742,22254
46742,35983
46742,59352
46742,23533
46742,52837
46742,93955
46742,134418
46742,105287
46742,26489
85245,78152
85245,41391
85245,120211
85245,54026
85245,15247
85245,47405
85245,105287
59793,43216
59793,78152
59793,81497
59793,52302
59793,57490
80245,43216
80245,78152
80245,57490
80245,13514
80245,84985
80245,72132
80245,22835
110194,43216
110194,78152
110194,90499
110194,52302
110194,57490
110194,22835
110194,127038
110194,105287
110194,26489
41540,43216
41540,78152
41540,59793
41540,81497
41540,52302
41540,57490
41540,13514
90499,128481
90499,98876
90499,43216
90499,12861
90499,78152
90499,59793
90499,110194
90499,104990
90499,99188
90499,102438
90499,52302
90499,81287
90499,4279
90499,7584
90499,57490
90499,22835
90499,92741
90499,59352
90499,52837
90499,127038
90499,105287
90499,26489
90499,124122
104990,128481
104990,98876
104990,43216
104990,12861
104990,78152
104990,63684
104990,147648
104990,99188
104990,52302
104990,15247
104990,81287
104990,7584
104990,57490
104990,13514
104990,47971
104990,84985
104990,22835
104990,92741
104990,22254
104990,35983
104990,59352
104990,52837
104990,105287
104990,26489
34857,78152
34857,120211
34857,106030
34857,117455
34857,122251
34857,54026
34857,102715
34857,145745
34857,136595
34857,97979
34857,142563
34857,3739
34857,117406
34857,15247
34857,60009
34857,94646
34857,103140
34857,43073
34857,101580
34857,63598
34857,105287
13145,78152
13145,54026
13145,97979
13145,92045
13145,142563
13145,63598
101901,78152
101901,120211
101901,54026
101901,103542
101901,20872
101901,16815
101901,15247
101901,94646
101901,105287
59459,126199
59459,122251
59459,45408
59459,20724
59459,54026
59459,103542
59459,69784
59459,20872
59459,28687
59459,59093
59459,102438
59459,15247
59459,22254
59459,35983
59459,59352
59459,56383
59459,93955
59459,101580
44418,78152
44418,120211
44418,54026
44418,15247
44418,105287
28687,122251
28687,45408
28687,20724
28687,54026
28687,59093
28687,15247
28687,22254
28687,35983
59093,20724
59093,54026
59093,15247
59093,22254
59093,35983
6151,122251
6151,20724
6151,54026
6151,59093
6151,15247
6151,22254
6151,35983
7802,78152
7802,120211
7802,106030
7802,122251
7802,54026
7802,103542
7802,20872
7802,90499
7802,15247
7802,22835
7802,105287
7802,147133
7802,75006
136595,78152
136595,120211
136595,106030
136595,117455
136595,122251
136595,54026
136595,145745
136595,97979
136595,142563
136595,4099
136595,3739
136595,15247
136595,60009
136595,94646
136595,22254
136595,71995
136595,59397
136595,92569
136595,63598
136595,105287
139770,128481
139770,98876
139770,43216
139770,12861
139770,78152
139770,124030
139770,63684
139770,59248
139770,90499
139770,104990
139770,147648
139770,99188
139770,102438
139770,24855
139770,52302
139770,81287
139770,57490
139770,13514
139770,56108
139770,105797
139770,22835
139770,92741
139770,22254
139770,35983
139770,59352
139770,52837
139770,93955
139770,134418
139770,105287
139770,26489
139770,48985
147648,45408
147648,54026
147648,63684
147648,28687
147648,15247
147648,22254
147648,35983
147648,59352
147648,52837
20777,45408
20777,20724
20777,134623
20777,28687
20777,59093
20777,15247
20777,22254
20777,103140
20777,53485
20777,134265
20777,101580
20777,70309
20777,103601
97979,45408
97979,20724
97979,54026
97979,28687
97979,59093
97979,4099
97979,3739
97979,22254
97979,71995
97979,92569
97979,101580
92045,78152
92045,41391
92045,120211
92045,54026
92045,145745
92045,142563
92045,60009
142563,78152
142563,41391
142563,120211
142563,54026
142563,145745
142563,60009
4099,122251
4099,45408
4099,20724
4099,54026
4099,105884
4099,28687
4099,59093
4099,97979
4099,3739
4099,15247
4099,22254
4099,71995
4099,92569
4099,101580
3739,122251
3739,45408
3739,20724
3739,54026
3739,28687
3739,59093
3739,97979
3739,4099
3739,15247
3739,22254
3739,71995
3739,92569
3739,101580
51068,78152
51068,120211
51068,106030
51068,117455
51068,122251
51068,54026
51068,15247
51068,94646
51068,63598
51068,105287
6690,78152
6690,120211
6690,106030
6690,117455
6690,122251
6690,33249
6690,54026
6690,103542
6690,20872
6690,16815
6690,49008
6690,119008
6690,101901
6690,7802
6690,51068
6690,15247
6690,94646
6690,22254
6690,101580
6690,63598
6690,105287
117406,41391
117406,120211
117406,106030
117406,45408
117406,20724
117406,54026
117406,145745
117406,119008
117406,28687
117406,59093
117406,97979
117406,142563
117406,4099
117406,3739
117406,102659
117406,15247
117406,60009
117406,22254
117406,103140
117406,71995
117406,134265
117406,43073
117406,92569
117406,101580
117406,110238
117406,45177
117406,105287
82472,78152
82472,7439
82472,135402
82472,119008
82472,106498
82472,66709
82472,47405
82472,68928
99188,12861
99188,78152
99188,63684
99188,104990
99188,147648
99188,15247
99188,81287
99188,118598
99188,22835
99188,22254
99188,35983
99188,59352
99188,105287
99188,26489
8979,43216
8979,78152
8979,99188
8979,22835
8979,114020
8979,6682
8979,96610
8979,105287
8979,26489
81497,59793
81497,52302
102438,22254
102438,35983
66227,22254
51181,98876
51181,43216
51181,78152
51181,81497
51181,102438
51181,52302
51181,97971
51181,81287
51181,57490
51181,13514
51181,106459
51181,56108
51181,105797
51181,92741
51181,94646
51181,22254
51181,35983
51181,65952
51181,56383
51181,93955
1777,78152
1777,41391
1777,120211
1777,106030
1777,122251
1777,45408
1777,20724
1777,54026
1777,145745
1777,119008
1777,34857
1777,97979
1777,142563
1777,4099
1777,3739
1777,15247
1777,60009
1777,22254
1777,101580
1777,110238
1777,45177
1777,105287
24855,43216
24855,78152
24855,59793
24855,81497
24855,52302
24855,57490
24855,13514
24855,94646
24855,105386
24855,48985
137609,43216
137609,78152
137609,59793
137609,81497
137609,24855
137609,52302
137609,52036
137609,140067
137609,57490
137609,13514
137609,22835
137609,94646
137609,22254
137609,6682
137609,56448
137609,48985
137609,147133
137609,83408
102659,21372
102659,41391
102659,47405
102659,60009
102659,117130
45219,102438
45219,22254
45219,35983
45219,65952
45219,56383
52302,43216
52302,78152
52302,59793
52302,81497
52302,57490
52302,13514
52302,105386
101748,47405
111461,78152
111461,120211
111461,54026
111461,103542
111461,20872
91054,78152
91054,90534
91054,15247
91054,72754
91054,60009
91054,94646
91054,22254
91054,43073
91054,109966
91054,63598
91054,105287
90534,47405
62957,43216
62957,78152
62957,59793
62957,81497
62957,52302
62957,57490
62957,13514
62957,10697
62957,94646
62957,56448
62957,147133
123956,78152
123956,94646
84668,43216
84668,78152
84668,97971
84668,57490
84668,56108
84668,10697
84668,63333
84668,92741
84668,128303
84668,94646
84668,22254
84668,92783
65942,54026
65942,103542
65942,20872
65942,63684
65942,147648
65942,102438
65942,3291
65942,150189
65942,22254
65942,35983
65942,105386
65942,92783
65942,59352
65942,56383
65942,96610
65942,52837
65942,134418
65942,88862
65942,53074
58623,39499
58623,150189
70017,39499
70017,102438
70017,45219
70017,58623
70017,22254
70017,35983
70017,92783
70017,65952
70017,59352
70017,56383
70017,96610
70017,53074
15420,128481
15420,98876
15420,43216
15420,12861
15420,78152
15420,45408
15420,99188
15420,52302
15420,81287
15420,7584
15420,57490
15420,13514
15420,106459
15420,84985
15420,22835
15420,92741
15420,35983
15420,105287
15420,26489
3291,102438
3291,88862
5080,78152
5080,106030
5080,45408
5080,20724
5080,54026
5080,119008
5080,15247
5080,22254
5080,105287
71868,12861
71868,78152
71868,104990
71868,28687
71868,147648
71868,99188
71868,81287
71868,22254
71868,59352
71868,105287
134183,78152
134183,21372
134183,41391
134183,20724
134183,54026
134183,145745
134183,119008
134183,102659
134183,60009
134183,22254
134183,43073
134183,101580
134183,110238
134183,45177
134183,105287
15247,122251
15247,45408
15247,20724
15247,54026
15247,22254
15247,35983
134574,98876
134574,39499
134574,43216
134574,12861
134574,78152
134574,117674
134574,95792
134574,96672
134574,59793
134574,80245
134574,99188
134574,81497
134574,102438
134574,24855
134574,52302
134574,62957
134574,15247
134574,52036
134574,85302
134574,98246
134574,97971
134574,81287
134574,75860
134574,4279
134574,52590
134574,7584
134574,31004
134574,57490
134574,13514
134574,126124
134574,3912
134574,47383
134574,101953
134574,56108
134574,62696
134574,105797
134574,144102
134574,84985
134574,22835
134574,92741
134574,94646
134574,22254
134574,111124
134574,35983
134574,48822
134574,65952
134574,63260
134574,56383
134574,127038
134574,88862
134574,105287
134574,26489
134574,48985
134574,124122
134574,104144
134574,147133
134574,85421
134574,83408
85504,98876
85504,43216
85504,78152
85504,7584
85504,57490
85504,13514
85504,47971
85504,105078
85504,106459
85504,105797
85504,92741
85504,22254
85504,49368
104498,78152
104498,120211
104498,54026
104498,103542
104498,20872
104498,16815
104498,15247
104498,94646
104498,63598
104498,105287
4273,78152
4273,120211
4273,20724
4273,54026
4273,69784
4273,145745
4273,119008
4273,60009
4273,94646
4273,22254
4273,43073
4273,92569
4273,101580
4273,53033
4273,109966
4273,45177
4273,63598
4273,105287
65895,98876
65895,43216
65895,12861
65895,78152
65895,95792
65895,96672
65895,80245
65895,102438
65895,24855
65895,137609
65895,52036
65895,98246
65895,97971
65895,81287
65895,140067
65895,52590
65895,57490
65895,13514
65895,3912
65895,56108
65895,10697
65895,66558
65895,62696
65895,22835
65895,92741
65895,94646
65895,22254
65895,35983
65895,92783
65895,59352
65895,56383
65895,56448
65895,124122
65895,147133
98706,41391
98706,90534
98706,47405
144178,63684
144178,25543
144178,48273
144178,58623
144178,150189
59332,45408
59332,20724
59332,54026
59332,15247
59332,22254
59332,35983
59332,101580
82520,45408
82520,20724
82520,54026
82520,15247
82520,22254
112152,78152
112152,120211
112152,54026
112152,105287
118718,78152
118718,59793
118718,80245
118718,110194
118718,90499
118718,8979
118718,52302
118718,3291
118718,102923
118718,114778
118718,57490
118718,10697
118718,62696
118718,22835
118718,114020
118718,94646
118718,81323
118718,56448
118718,96610
118718,127038
118718,88862
118718,46261
118718,105287
118718,26489
118718,124122
118718,147133
118718,75006
118718,85421
118718,83408
52036,102438
52036,22254
52036,35983
85302,98876
85302,43216
85302,78152
85302,85504
85302,57490
85302,13514
85302,105797
85302,92741
120524,22254
102923,128481
102923,98876
102923,39499
102923,43216
102923,12861
102923,78152
102923,63684
102923,59793
102923,110194
102923,90499
102923,104990
102923,147648
102923,99188
102923,102438
102923,52302
102923,3291
102923,97971
102923,81287
102923,4279
102923,7584
102923,57490
102923,13514
102923,10697
102923,62696
102923,84985
102923,22835
102923,114020
102923,92741
102923,22254
102923,35983
102923,92783
102923,59352
102923,56383
102923,56448
102923,52837
102923,127038
102923,88862
102923,105287
102923,26489
102923,147133
102923,75006
114778,43216
114778,78152
114778,59793
114778,80245
114778,110194
114778,90499
114778,52302
114778,3291
114778,118718
114778,102923
114778,57490
114778,62696
114778,22835
114778,94646
114778,81323
114778,56448
114778,96610
114778,127038
114778,88862
114778,46261
114778,105287
114778,26489
114778,124122
114778,147133
114778,75006
114778,85421
114778,83408
109863,63684
109863,22254
109863,35983
109863,59352
109863,52837
150189,105386
52556,39499
52556,63684
52556,28687
52556,59093
52556,6151
52556,147648
52556,58623
52556,150189
52556,22254
52556,35983
52556,105386
52556,59352
52556,53074
98246,98876
98246,43216
98246,78152
98246,97971
98246,52590
98246,7584
98246,57490
98246,13514
98246,126124
98246,105078
98246,106459
98246,47383
98246,56108
98246,92741
98246,94646
98246,22254
97971,98876
97971,43216
97971,78152
97971,98246
97971,52590
97971,7584
97971,57490
97971,13514
97971,126124
97971,47971
97971,105078
97971,106459
97971,47383
97971,56108
97971,10697
97971,92741
97971,94646
81287,98876
81287,43216
81287,78152
81287,22254
75860,98876
75860,43216
75860,78152
75860,59793
75860,81497
75860,102438
75860,52302
75860,81287
75860,57490
75860,105797
75860,92741
75860,94646
75860,22254
75860,35983
140067,43216
140067,78152
140067,13514
140067,10697
140067,22835
140067,125717
140067,94646
140067,6682
140067,56448
140067,96610
140067,48985
140067,124122
4279,98876
4279,39499
4279,43216
4279,12861
4279,78152
4279,59793
4279,80245
4279,81497
4279,102438
4279,52302
4279,85504
4279,97971
4279,57490
4279,13514
4279,105797
4279,84985
4279,22835
4279,92741
4279,22254
4279,124122
52134,98876
52134,43216
52134,78152
52134,81497
52134,102438
52134,7584
52134,47971
52134,105078
52134,56108
52134,22254
52134,35983
52590,98876
52590,43216
52590,78152
52590,98246
52590,97971
52590,7584
52590,57490
52590,126124
52590,105078
52590,106459
52590,47383
52590,56108
52590,105797
52590,92741
52590,22254
111113,47405
7584,43216
7584,78152
7584,57490
7584,13514
31004,98876
31004,43216
31004,78152
31004,95792
31004,59793
31004,81497
31004,102438
31004,52302
31004,97971
31004,81287
31004,7584
31004,57490
31004,13514
31004,126124
31004,56108
31004,62696
31004,105797
31004,92741
31004,94646
31004,22254
31004,111124
31004,35983
31004,56383
31004,105287
72754,98876
72754,43216
72754,78152
72754,7584
72754,57490
72754,13514
72754,47971
72754,60009
72754,105797
72754,92741
72754,94646
72754,22254
72754,77498
130347,98876
130347,43216
130347,78152
130347,126125
130347,57490
130347,13514
130347,47971
130347,92741
85195,98876
85195,43216
85195,78152
85195,85504
85195,98246
85195,97971
85195,52590
85195,7584
85195,57490
85195,13514
85195,126124
85195,47971
85195,105078
85195,106459
85195,47383
85195,92741
85195,22254
137197,43216
137197,78152
137197,57490
137197,105078
137197,10697
137197,105386
123713,43216
123713,78152
123713,10697
57490,78152
13514,43216
13514,78152
13514,57490
13514,105078
13514,10697
13514,105386
118598,43216
118598,78152
118598,54026
118598,7584
118598,57490
118598,105287
118598,26489
126124,98876
126124,43216
126124,78152
126124,85504
126124,98246
126124,97971
126124,52590
126124,7584
126124,57490
126124,13514
126124,47971
126124,105078
126124,47383
126124,92741
126124,22254
3912,98876
3912,43216
3912,78152
3912,57490
3912,13514
3912,22835
3912,92741
3912,22254
3912,35983
77038,98876
77038,43216
77038,78152
77038,120524
77038,98246
77038,57490
77038,13514
77038,92741
77038,94646
77038,22254
77038,116276
75245,43216
75245,78152
75245,63684
75245,7584
75245,57490
75245,13514
75245,105078
75245,56880
75245,105386
75245,117130
75245,134418
75245,26489
11680,43216
11680,78152
11680,7584
11680,13514
11680,47971
11680,105078
11680,10697
49148,47405
105078,43216
105078,78152
105078,13514
105078,47971
105078,117130
15433,128481
15433,98876
15433,43216
15433,12861
15433,63684
15433,104990
15433,28687
15433,147648
15433,99188
15433,15420
15433,15247
15433,85504
15433,81287
15433,57490
15433,92741
15433,22254
15433,35983
15433,59352
15433,52837
15433,127038
15433,105287
15433,26489
106459,43216
106459,57490
76903,43216
76903,78152
76903,7584
76903,57490
76903,13514
76903,105078
76903,10697
76903,105386
76903,51174
47383,43216
47383,78152
47383,7584
47383,57490
47383,105078
47383,10697
47383,105386
79721,43216
79721,78152
79721,7584
79721,57490
79721,13514
79721,105078
79721,106459
79721,10697
79721,94646
79721,105386
101953,98876
101953,43216
101953,78152
101953,81497
101953,102438
101953,24855
101953,85504
101953,98246
101953,97971
101953,81287
101953,52134
101953,7584
101953,57490
101953,13514
101953,126124
101953,47971
101953,105078
101953,56108
101953,10697
101953,92741
101953,22254
101953,35983
101953,105386
11439,128481
11439,98876
11439,39499
11439,43216
11439,12861
11439,78152
11439,63684
11439,59793
11439,80245
11439,110194
11439,90499
11439,104990
11439,101901
11439,59459
11439,28687
11439,59093
11439,7802
11439,147648
11439,99188
11439,8979
11439,102438
11439,45219
11439,52302
11439,15420
11439,3291
11439,15247
11439,118718
11439,102923
11439,114778
11439,98246
11439,97971
11439,81287
11439,52590
11439,7584
11439,57490
11439,13514
11439,118598
11439,126124
11439,47971
11439,106459
11439,47383
11439,56108
11439,10697
11439,66558
11439,56880
11439,144102
11439,77662
11439,84985
11439,22835
11439,114020
11439,92741
11439,94646
11439,22254
11439,111124
11439,35983
11439,105386
11439,92783
11439,59352
11439,63260
11439,56383
11439,81323
11439,56448
11439,96610
11439,52837
11439,127038
11439,134418
11439,88862
11439,46261
11439,105287
11439,26489
11439,124122
11439,147133
11439,75006
11439,85421
11439,83408
56108,98876
56108,78152
56108,57490
56108,13514
131526,43216
131526,78152
131526,10697
131526,6682
1815,21372
1815,41391
1815,47405
1815,117130
10697,43216
10697,78152
66558,43216
66558,78152
66558,57490
66558,10697
60009,78152
63333,43216
63333,78152
63333,7584
63333,57490
63333,13514
63333,47971
63333,10697
63333,6682
56880,43216
56880,78152
56880,59248
56880,13514
56880,75245
56880,105078
56880,10697
56880,105386
56880,117130
56880,134418
62696,98706
62696,47405
105797,98876
105797,43216
105797,78152
105797,7584
105797,57490
105797,47971
105797,92741
39163,78152
39163,10697
39163,94646
144102,98876
144102,43216
144102,12861
144102,78152
144102,98246
144102,97971
144102,52590
144102,7584
144102,57490
144102,126124
144102,56108
144102,105797
144102,72132
144102,22835
144102,92741
144102,22254
144102,63260
77662,98876
77662,39499
77662,43216
77662,12861
77662,78152
77662,85504
77662,7584
77662,57490
77662,47971
77662,56108
77662,105797
77662,84985
77662,22835
77662,114020
77662,92741
77662,94646
77662,22254
77662,92783
77662,56448
77662,96610
77662,124122
131732,43216
131732,78152
131732,118598
131732,47405
131732,22835
84985,43216
84985,78152
84985,57490
84985,13514
84985,105078
84985,10697
84985,72132
84985,22835
84985,68131
84985,114020
84985,105386
72132,43216
72132,78152
72132,57490
72132,13514
72132,105078
72132,10697
72132,22835
72132,68131
72132,114020
69899,39499
69899,43216
69899,12861
69899,78152
69899,80245
69899,7584
69899,13514
69899,47971
69899,105078
69899,63333
69899,84985
69899,72132
69899,22835
69899,68131
69899,114020
69899,22254
69899,105386
69899,117130
22835,78152
